name,word,count,positive,negative,review_ids
worst,worst,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'bPjCHX_09QX5mqtMr5C1sA']"
blast,blast,2,100,0,"['JuAkTvCaiYtBSLaEWS73Nw', 'tWlj5MJSRieLjJNQg-ZD2A']"
drinks,drinks,4,100,0,"['Lhlah-_CYphkDLHsz5e3Mg', 'gZU8ayavTYkBlGwhJKxiww', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'A-L86Ox9hl8Pu9F2uLoRSQ']"
great place,great place,3,100,0,"['7FVA2XGWpiH-CnUwN6In7g', 'CQh-bhTWVI2xqzcUjjBENA', 'lP5CEkweGOUXX2b_DdHiEw']"
give,give,2,100,0,"['RYUpnmY0QdBMEXSXOq4RYg', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
bristled boar,bristled boar,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
dive,dive,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'kJ7Z4Y-IHOsUHo4XTfaY7A']"
bartenders,bartenders,2,100,0,"['Lhlah-_CYphkDLHsz5e3Mg', 'CQh-bhTWVI2xqzcUjjBENA']"
years,years,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'lP5CEkweGOUXX2b_DdHiEw']"
good,good,3,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'JuAkTvCaiYtBSLaEWS73Nw', 'A-L86Ox9hl8Pu9F2uLoRSQ']"
food,food,4,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'A-L86Ox9hl8Pu9F2uLoRSQ', 'JuAkTvCaiYtBSLaEWS73Nw']"
waffle fries,waffle fries,2,100,0,"['JuAkTvCaiYtBSLaEWS73Nw', 'tWlj5MJSRieLjJNQg-ZD2A']"
drink,drink,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'lP5CEkweGOUXX2b_DdHiEw']"
place,place,6,100,0,"['RYUpnmY0QdBMEXSXOq4RYg', 'A-L86Ox9hl8Pu9F2uLoRSQ', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'JuAkTvCaiYtBSLaEWS73Nw', 'ntDCKEwiqB-P5CruUmLoMw', 'CQh-bhTWVI2xqzcUjjBENA']"
darts,darts,5,100,0,"['JuAkTvCaiYtBSLaEWS73Nw', 'Lhlah-_CYphkDLHsz5e3Mg', 'CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'lP5CEkweGOUXX2b_DdHiEw']"
proud,proud,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
atmosphere,atmosphere,2,100,0,"['Lhlah-_CYphkDLHsz5e3Mg', 'lP5CEkweGOUXX2b_DdHiEw']"
enjoyed,enjoyed,2,100,0,"['RYUpnmY0QdBMEXSXOq4RYg', 'A-L86Ox9hl8Pu9F2uLoRSQ']"
bar,bar,4,100,0,"['JuAkTvCaiYtBSLaEWS73Nw', 'gZU8ayavTYkBlGwhJKxiww', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'kJ7Z4Y-IHOsUHo4XTfaY7A']"
bad,bad,2,100,0,"['kJ7Z4Y-IHOsUHo4XTfaY7A', 'JuAkTvCaiYtBSLaEWS73Nw']"
wall,wall,2,100,0,"['RYUpnmY0QdBMEXSXOq4RYg', 'A-L86Ox9hl8Pu9F2uLoRSQ']"
boar,boar,5,100,0,"['JuAkTvCaiYtBSLaEWS73Nw', 'CQh-bhTWVI2xqzcUjjBENA', 'gZU8ayavTYkBlGwhJKxiww', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'lP5CEkweGOUXX2b_DdHiEw']"
prices,prices,2,100,0,"['Lhlah-_CYphkDLHsz5e3Mg', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
fun,fun,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
ve,ve,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'JuAkTvCaiYtBSLaEWS73Nw']"
things,things,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'JuAkTvCaiYtBSLaEWS73Nw']"
night,night,2,100,0,"['Lhlah-_CYphkDLHsz5e3Mg', 'JuAkTvCaiYtBSLaEWS73Nw']"
back,back,6,100,0,"['gZU8ayavTYkBlGwhJKxiww', 'tWlj5MJSRieLjJNQg-ZD2A', 'Lhlah-_CYphkDLHsz5e3Mg', 'CQh-bhTWVI2xqzcUjjBENA', 'JuAkTvCaiYtBSLaEWS73Nw', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
middleton,middleton,2,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
lot,lot,2,100,0,"['RYUpnmY0QdBMEXSXOq4RYg', 'JuAkTvCaiYtBSLaEWS73Nw']"
head,head,2,100,0,"['gZU8ayavTYkBlGwhJKxiww', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
made,made,2,100,0,"['Lhlah-_CYphkDLHsz5e3Mg', 'A-L86Ox9hl8Pu9F2uLoRSQ']"
check,check,2,100,0,"['RYUpnmY0QdBMEXSXOq4RYg', 'ntDCKEwiqB-P5CruUmLoMw']"
nice,nice,2,100,0,"['ntDCKEwiqB-P5CruUmLoMw', 'JuAkTvCaiYtBSLaEWS73Nw']"
friends,friends,7,100,0,"['gZU8ayavTYkBlGwhJKxiww', 'lP5CEkweGOUXX2b_DdHiEw', 'tWlj5MJSRieLjJNQg-ZD2A', 'Lhlah-_CYphkDLHsz5e3Mg', 'CQh-bhTWVI2xqzcUjjBENA', 'JuAkTvCaiYtBSLaEWS73Nw', 'Tj_PGLgbJdmYmY9z7IdhdQ']"
pool,pool,5,100,0,"['JuAkTvCaiYtBSLaEWS73Nw', 'Lhlah-_CYphkDLHsz5e3Mg', 'CQh-bhTWVI2xqzcUjjBENA', 'Tj_PGLgbJdmYmY9z7IdhdQ', 'lP5CEkweGOUXX2b_DdHiEw']"
time,time,3,100,0,"['CQh-bhTWVI2xqzcUjjBENA', 'RYUpnmY0QdBMEXSXOq4RYg', 'tWlj5MJSRieLjJNQg-ZD2A']"
